participantId,weeks,education,food,recreation,rent_adjustment,shelter,wages,savings
33,1,146.3957043,70.58134692,93.90896536,0,1146.676576,5596.600587,4139.037994
34,1,25.62489004,73.76081443,347.156929,2095.946975,4223.397958,2954.837155,380.8435383
35,1,25.62489004,112.4140978,380.8675836,0,1252.244086,2478.690819,707.5401615
36,1,25.62489004,68.83597474,234.0169631,0,1284.129931,6455.674382,4843.066623
37,1,76.01075911,63.99824697,260.1917521,0,1147.860426,3619.586591,2071.525407
38,1,76.01075911,67.00883231,157.7548502,0,1147.860426,3025.805894,1577.171027
39,1,25.62489004,78.42211917,394.6919638,0,1498.634705,3948.479719,1951.106041
40,1,76.01075911,116.808255,365.7451587,0,1204.685199,2318.774926,555.525554
41,1,25.62489004,117.892048,326.5185336,0,1330.509342,2628.990743,828.4459299
42,1,146.3957043,66.85481158,129.764717,0,1153.542903,3375.418301,1878.860165
43,1,76.01075911,64.24784312,256.3363579,0,1155.437062,5753.382987,4201.350965
44,1,25.62489004,38.53486585,0,0,0,2235.986142,2171.826386
45,1,76.01075911,61.34889311,89.55238693,0,1155.437062,7273.804935,5891.455834
46,1,76.01075911,63.23879756,324.734121,0,1155.437062,3323.334124,1703.913384
47,1,25.62489004,93.621795,110.3152939,0,1330.509342,3399.104341,1839.033021
48,1,25.62489004,106.6441993,225.0934193,0,1330.509342,3542.571073,1854.699223
49,1,76.01075911,68.46372088,241.7542691,0,1159.22538,6433.95007,4888.495941
50,1,25.62489004,66.61659569,309.5758855,0,1330.509342,3331.735369,1599.408656
51,1,25.62489004,95.84433134,154.8539629,0,1336.306768,5960.86743,4348.237478
52,1,25.62489004,102.2289661,232.04199,0,1800.100874,2637.869061,477.8723412
53,1,76.01075911,61.46238073,150.1097699,0,1160.40923,3193.792751,1745.800611
54,1,25.62489004,73.41274478,284.592337,0,3112.712374,5501.669656,2005.32731
55,1,25.62489004,112.7339298,271.3497609,0,1337.970301,2898.157907,1150.479025
56,1,25.62489004,102.4104135,395.1248121,0,2136.136958,3745.881108,1086.584034
57,1,25.62489004,63.44474024,289.8831215,0,1362.395186,5603.32598,3861.978042
58,1,25.62489004,64.01604518,184.1467326,0,1160.505939,6619.673722,5185.380115
59,1,76.01075911,65.20723682,289.3013286,0,1166.802017,5608.432619,4011.111278
60,1,25.62489004,97.14533798,245.4182237,0,1373.990039,3353.105378,1610.926887
61,1,25.62489004,106.236873,140.9421578,0,1393.609899,3526.386722,1859.972903
62,1,25.62489004,64.62424119,112.081619,0,1393.609899,4183.797236,2587.856588
63,1,25.62489004,102.0424681,228.9135599,0,1397.179744,3551.181501,1797.420838
64,1,25.62489004,104.0308601,136.7089825,0,1397.179744,3253.453505,1589.909028
65,1,25.62489004,73.80506919,234.1352479,0,1397.179744,3419.043009,1688.298057
66,1,25.62489004,95.43680649,342.3169864,0,2348.335529,4480.397833,1668.68362
67,1,25.62489004,88.6652395,133.4494989,0,1397.267667,3506.528805,1861.521509
68,1,25.62489004,95.40966919,159.6728346,0,1402.977171,3298.032532,1614.347968
69,1,25.62489004,124.6960894,262.7499028,0,2150.845167,3592.717715,1028.801665
70,1,25.62489004,77.84783446,232.0785912,0,1692.848487,2854.29954,825.8997375
71,1,25.62489004,123.5696213,249.3690724,0,1692.848487,3032.789978,941.3779068
72,1,76.01075911,72.20961569,174.6922727,0,1174.378653,4954.001412,3456.710111
73,1,25.62489004,94.0423019,153.1740072,0,1404.583205,4556.572014,2879.14761
74,1,76.01075911,108.0593727,260.7574661,0,1204.685199,2493.729761,844.2169636
75,1,0,113.2781981,405.5926622,0,1828.884381,2915.874508,568.1192658
76,1,0,69.83735445,164.8834496,0,1404.583205,3028.244031,1388.940022
77,1,0,67.54202834,226.0657488,0,1415.556511,3342.714185,1633.549897
78,1,0,76.05726451,178.2261411,0,1175.979351,6983.938752,5553.675995
79,1,0,64.12259603,12.36706054,0,1175.979351,3443.659248,2191.19024
80,1,0,97.24780695,185.1457685,0,1419.21428,3096.023228,1394.415372
81,1,0,93.12590637,164.6438662,0,2242.212252,4399.535985,1899.553961
82,1,0,122.0132904,260.1593057,0,2133.452888,4968.483874,2452.858391
83,1,0,68.79164671,174.472964,0,1178.166972,3363.119887,1941.688305
84,1,0,102.8604728,100.8709628,0,1430.187586,3396.894294,1762.975272
85,1,0,75.13454471,207.824787,0,1430.187586,3287.777951,1574.631033
86,1,0,100.7475265,141.0465032,0,1431.964302,3424.056309,1750.297977
87,1,0,117.3265525,345.5454702,0,1257.721655,2776.105115,1055.511437
88,1,0,122.644408,374.1869134,0,1204.685199,2903.611827,1202.095306
89,1,0,67.20395938,342.0756448,0,1181.137155,3607.245988,2016.829228
90,1,0,58.40783138,207.212094,0,1181.137155,3533.882837,2087.125757
91,1,0,113.8150341,223.9141632,0,1216.050154,2535.568043,981.7886917
92,1,0,65.10373495,199.2196999,0,1441.160893,3176.643411,1471.159084
93,1,0,93.3881346,192.874017,0,1441.160893,3311.145654,1583.72261
94,1,0,95.14719726,194.5011139,0,1441.160893,4410.844362,2680.035159
95,1,0,63.68542277,251.9578182,0,1448.47643,2892.835774,1128.716103
96,1,0,88.77674227,146.99346,0,1448.47643,3209.823657,1525.577025
97,1,0,117.9277228,209.9687317,0,2029.099214,4697.089292,2340.093624
98,1,0,101.150981,197.4240245,0,1448.47643,3307.094049,1560.042614
99,1,0,92.91125461,115.2827865,0,1452.255295,3995.599624,2335.150288
100,1,0,72.20523406,130.182736,0,1194.740864,2895.111881,1497.983047
101,1,0,63.45589949,0,0,1201.607191,3328.113676,2063.050585
102,1,0,66.95422195,278.1130992,0,1204.685199,5453.074306,3903.321786
103,1,0,62.59750807,164.616939,0,1204.685199,5428.537519,3996.637873
104,1,0,65.6539952,192.2965487,0,1257.721655,2957.592495,1441.920297
105,1,0,133.7934143,239.5800699,0,1678.915862,3099.996397,1047.707051
106,1,0,88.46033246,301.2242437,0,1796.285586,3800.432824,1614.462662
107,1,0,93.79812443,191.2243155,0,1452.255295,3152.837073,1415.559338
108,1,0,71.02377135,211.2644129,0,1204.685199,3275.454577,1788.481194
109,1,0,66.5824766,290.6142557,0,1206.926176,3424.669604,1860.546696
110,1,0,66.6046705,312.2382757,0,1206.926176,3586.283223,2000.5141
111,1,0,75.81599441,486.7542529,0,1216.050154,2511.915108,733.2947072
112,1,0,104.7404745,125.8484804,0,1481.396349,5974.172847,4262.187543
113,1,0,100.8982319,239.2255358,0,2208.65244,4781.804157,2233.027949
114,1,0,86.40197782,173.6739256,0,1485.054118,5489.341947,3744.211926
115,1,0,69.82504485,286.4620672,0,1485.054118,3270.254855,1428.913626
116,1,0,67.98579548,64.272485,0,1206.926176,6438.379735,5099.195278
117,1,0,97.53521159,251.3957172,3436.519226,5781.885696,3918.025711,1223.728312
118,1,0,67.50627532,70.4565576,0,1206.926176,4950.723817,3605.834808
119,1,0,99.47052829,238.5016264,0,1488.711886,6060.745552,4234.061511
120,1,0,75.02036398,378.6698728,0,1701.648282,2922.75058,767.4120614
121,1,0,101.882146,85.99143723,0,1498.634705,3328.338786,1641.830498
122,1,0,69.2485487,120.2421773,0,1210.636331,3250.204584,1850.077526
123,1,0,67.35161473,145.6284852,0,1215.983045,3254.095446,1825.132302
124,1,0,69.02157812,158.6588109,0,1215.983045,6325.278574,4881.61514
125,1,0,59.50640658,503.3565195,0,1216.050154,5908.769131,4129.856051
126,1,0,99.23603865,373.6526206,0,1265.298291,2806.187098,1068.000148
127,1,0,55.75430065,0,0,0,2763.93035,2708.176049
128,1,0,118.2033604,300.5454843,0,1800.100874,3997.937051,1779.087332
129,1,0,91.40896526,199.2350684,0,1498.634705,2926.514598,1137.23586
130,1,0,97.4809932,298.5536943,0,1498.634705,2954.876879,1060.207487
131,1,0,101.5256943,420.007921,0,1776.911169,3664.24299,1365.798206
132,1,0,67.45635927,161.0813684,0,1498.634705,5441.571133,3714.398701
133,1,0,94.99457581,208.0979831,0,1498.634705,2856.498664,1054.7714
134,1,0,58.21635077,82.32602597,0,1231.203427,3214.92594,1843.180136
135,1,0,110.2670746,273.1295356,0,1588.494813,2842.909725,871.0183017
136,1,0,100.0174724,171.8135571,0,1498.634705,5875.465725,4104.99999
137,1,0,69.51447271,254.7693703,0,1318.334746,2492.197254,849.5786647
138,1,0,122.6607006,360.5698022,0,2003.010795,3203.221302,716.9800042
139,1,0,109.2421346,339.6593065,0,2527.518215,3824.011614,847.5919579
140,1,0,72.15154097,231.3968381,0,1231.203427,5167.257419,3632.505613
141,1,0,102.9977084,212.6976362,802.8790586,1605.168057,3547.733369,2429.749026
142,1,0,64.70061341,0,0,0,2844.652378,2779.951765
143,1,0,53.99318903,406.1201386,0,1231.203427,3394.209068,1702.892314
144,1,0,82.94930411,239.2729295,0,1503.342962,3223.195983,1397.630788
145,1,0,69.37424508,484.9922169,0,1246.3567,2677.81778,877.0946182
146,1,0,95.7121775,222.1138465,0,1503.342962,2910.118008,1088.949022
147,1,0,69.60144658,349.7211643,0,1503.342962,3066.750801,1144.085228
148,1,0,65.54779039,222.5842301,0,1231.203427,4715.436698,3196.10125
149,1,0,110.3432233,431.3664606,0,1246.3567,3445.179303,1657.112919
150,1,0,66.19402684,189.7663697,0,1231.203427,5077.292358,3590.128535
151,1,0,81.13471444,147.8262697,0,1231.203427,3087.742897,1627.578486
152,1,0,99.42563561,242.8723436,0,1517.974037,3044.211188,1183.939172
153,1,0,121.7990058,172.5014619,0,1771.336327,2886.800226,821.1634318
154,1,0,58.5996025,0,0,0,2595.018392,2536.41879
155,1,0,69.04612485,171.690613,0,1231.203427,5568.983558,4097.043393
156,1,0,92.85028485,364.930193,0,1521.82441,3202.938134,1223.333246
157,1,0,65.55578323,183.1243021,0,1232.715197,6342.118006,4860.722723
158,1,0,87.79877809,232.5388421,0,1536.317976,5582.728329,3726.072733
159,1,0,59.82715999,147.00801,0,1232.715197,3273.128416,1833.578049
160,1,0,64.94032188,92.73956523,0,1234.991745,4400.604455,3007.932823
161,1,0,41.04097439,0,0,0,2678.784261,2637.743286
162,1,0,97.50456352,360.5894777,0,1550.893955,2642.496101,633.508104
163,1,0,70.9620286,338.9413025,0,1234.991745,3230.041667,1585.146591
164,1,0,127.2121421,315.7782033,0,2447.047302,5049.976863,2159.939215
165,1,0,94.38005637,273.7781646,0,2242.212252,5103.612269,2493.241796
166,1,0,99.75779531,239.5835972,0,1536.317976,2968.493602,1092.834233
167,1,0,100.4633585,300.5971511,0,2212.446312,3042.975429,429.4686069
168,1,0,90.46098845,124.6209726,0,696.8049493,4995.444071,4083.557161
169,1,0,101.2145475,147.2536553,0,702.2916025,2750.182793,1799.422988
170,1,0,65.39917097,317.8252333,0,700.3176686,4818.641687,3735.099614
171,1,0,67.7038,54.28687548,0,700.3176686,2820.004999,1997.696655
172,1,0,101.0575679,169.5822592,0,720.5804463,4359.550645,3368.330371
173,1,0,107.9704076,286.899491,507.2748035,1521.82441,5177.003943,3767.584438
174,1,0,126.9312607,362.6588218,0,843.1156998,3328.550079,1995.844297
175,1,0,71.1655568,297.0978724,0,720.5804463,3209.85069,2121.006815
176,1,0,115.5763123,236.7525665,0,1018.6886,3754.257205,2383.239726
177,1,0,92.24582326,231.7498576,0,726.0670994,2993.452894,1943.390114
178,1,0,66.39663613,133.2665808,757.1581339,1514.316268,3781.465905,2824.644554
179,1,0,103.2536002,400.6401959,0,1146.710507,3477.683143,1827.07884
180,1,0,70.76917928,65.15424784,0,1014.549607,3014.510875,1864.037841
181,1,0,88.37066465,368.9764635,0,905.2977688,2892.520271,1529.875374
182,1,0,66.21000998,222.7086928,0,1108.019073,2639.083388,1242.145613
183,1,0,70.20509983,260.7533698,189.2895335,946.4476674,5253.079225,4164.962621
184,1,0,89.87681417,393.2716859,0,1135.737201,2989.197192,1370.311492
185,1,0,68.56025392,80.69431077,0,757.1581339,3551.447283,2645.034584
186,1,0,109.8300447,248.1537945,1094.014359,1823.357266,3857.336726,2770.009981
187,1,0,72.24088076,0,364.6714531,1094.014359,2961.764605,2160.180818
188,1,0,110.1802112,398.879784,823.2975601,1372.1626,4082.045973,3024.120938
189,1,0,67.30750376,0,274.43252,823.2975601,5339.49167,4723.319126
190,1,0,92.75933563,208.4374562,0,733.382637,3983.580623,2949.001195
191,1,0,89.74165265,169.5216693,0,733.382637,3022.477588,2029.831629
192,1,0,68.63329366,22.80410692,91.47750668,640.3425467,3311.855438,2671.552997
193,1,0,94.17533672,409.8057774,988.9125432,1648.187572,3830.563523,2667.30738
194,1,0,64.595293,31.90578045,0,548.8650401,4753.018123,4107.65201
195,1,0,68.39666841,19.96264521,329.6375144,988.9125432,6361.395693,5613.76135
196,1,0,75.18475822,235.2934184,0,744.3559432,2505.201297,1450.367177
197,1,0,121.324887,244.979689,0,1271.074645,2599.786962,962.4077413
198,1,0,70.17021853,36.36625552,109.8791715,769.1542002,4254.311964,3488.500461
199,1,0,89.51410598,266.3879863,0,751.6714808,2850.569768,1742.996195
200,1,0,70.17021853,21.77732843,0,659.2750288,6198.893219,5447.670643
201,1,0,65.10535512,0,121.557151,850.9000573,3234.287525,2439.839264
202,1,0,68.07367766,223.6188462,0,1263.759108,2931.5514,1376.099769
203,1,0,109.7983573,345.7938149,0,973.9427734,2651.840507,1222.305562
204,1,0,70.11530978,0,0,729.3429062,2890.794975,2091.336759
205,1,0,65.21152297,97.12915149,0,700.3176686,3242.163948,2379.505605
206,1,0,90.97465109,181.5348383,0,753.5003651,2745.047803,1719.037948
207,1,0,87.37389192,206.5581143,848.0344081,1413.39068,3649.796201,2790.507922
208,1,0,69.1295241,273.5080534,0,758.9870183,3034.468582,1932.843986
209,1,0,69.78172233,16.56220615,282.678136,848.0344081,3555.601228,2903.901028
210,1,0,112.8512068,301.8976767,0,1002.228641,2477.51624,1060.538715
211,1,0,69.31025276,15.87211423,94.22604535,659.5823174,4525.260632,3874.721993
212,1,0,101.5240561,368.2118778,0,866.8911968,2743.03352,1406.40639
213,1,0,78.66614774,233.8148042,630.3554835,1260.710967,3325.755137,2382.918702
214,1,0,70.40684378,0,157.5888709,787.9443543,3553.147449,2852.385121
215,1,0,65.16724744,15.78745864,0,630.3554835,4667.71303,3956.40284
216,1,0,71.51234397,18.71751989,0,565.3562721,3201.48064,2545.894504
217,1,0,68.3238542,385.0906148,0,1100.988398,2883.421482,1329.018615
218,1,0,111.1723533,514.9007328,0,1046.891259,2443.095806,770.1314607
219,1,0,108.3165436,243.4900418,515.7453956,1031.490791,2875.719019,2008.167038
220,1,0,105.6796429,331.7901832,0,1346.058905,4647.134814,2863.606083
221,1,0,95.61380429,126.5119032,436.256331,1308.768993,2833.454624,1738.816254
222,1,0,103.6504754,222.4150735,0,773.6180933,2876.342282,1776.65864
223,1,0,80.06470523,289.0742164,0,1135.737201,3613.840212,2108.96409
224,1,0,70.63190206,128.3737014,128.9363489,644.6817445,2942.11452,2227.363521
225,1,0,61.53600011,0,0,515.7453956,3176.475072,2599.193677
226,1,0,94.739523,172.1753137,477.5629936,1432.688981,4006.676556,2784.635732
227,1,0,95.90840133,128.741294,0,790.0780528,2885.372863,1870.645115
228,1,0,65.81898129,57.55354356,0,872.512662,4276.388294,3280.503107
229,1,0,80.23080839,216.6614722,1172.044496,1953.407493,3902.533372,2824.278094
230,1,0,71.54749465,0,0,955.1259871,4341.939116,3315.265634
231,1,0,109.2615284,260.2975357,0,945.5332252,2623.040803,1307.948514
232,1,0,67.51422042,297.4634703,0,905.2977688,2882.403378,1612.127918
233,1,0,67.2309261,0,390.6814985,1172.044496,5963.138632,5114.544709
234,1,0,97.94287512,164.6523543,0,793.7358215,4420.837863,3364.506812
235,1,0,71.22810363,170.8199725,916.8807032,1833.761406,4139.653085,2980.724305
236,1,0,53.86181157,32.54084423,229.2201758,1146.100879,2699.473692,1696.190333
237,1,0,57.29302392,18.71751989,0,916.8807032,6028.226574,5035.335327
238,1,0,71.71668697,36.5284277,130.2271662,911.5901632,2734.164915,1844.556804
239,1,0,121.470356,308.5120619,0,960.1643002,2457.780929,1067.634211
240,1,0,94.61571858,275.3952821,0,810.195781,4171.555796,2991.349015
241,1,0,66.27590358,34.86650987,0,781.3629971,3144.124081,2261.618671
242,1,0,61.51993716,313.3940358,0,700.3176686,5463.521435,4388.289794
243,1,0,110.2288919,359.9845808,0,813.8535497,2622.760911,1338.693889
244,1,0,105.8509563,291.5349847,0,1029.661907,2884.233343,1457.185495
245,1,0,106.8566442,356.5668157,1106.753973,1844.589956,4752.712102,3551.45266
246,1,0,124.2619649,248.397606,0,1004.057525,2569.505472,1192.788375
247,1,0,120.1731672,247.9484102,0,1046.121866,2331.837711,917.5942672
248,1,0,70.40684378,0,368.9179911,1106.753973,4872.88772,4064.644894
249,1,0,102.2916599,365.0818903,400.7470947,1202.241284,4432.519643,3163.651903
250,1,0,98.8633947,257.49894,0,813.8535497,2914.654647,1744.438763
251,1,0,69.88269001,173.0686196,0,822.9979716,2866.683746,1800.734464
252,1,25.62489004,72.92029259,180.1565664,0,1237.873001,3285.965801,1769.391051
253,1,25.62489004,96.98493323,309.2556876,0,1243.030805,5250.25814,3575.361824
254,1,76.01075911,66.51725583,234.2058959,0,1234.991745,4252.371451,2640.645796
255,1,182.2870277,92.22424148,341.3656134,0,1268.819826,2815.13835,930.4416406
256,1,182.2870277,73.36496149,0,0,0,2504.936942,2249.284953
257,1,182.2870277,100.2734235,299.4324335,0,1243.030805,3506.582053,1681.558362
258,1,182.2870277,109.3019902,478.588768,0,1681.44416,3151.539164,699.9172181
259,1,76.01075911,67.65063556,127.729564,0,1234.991745,3291.244914,1784.86221
260,1,182.2870277,89.02634374,133.9466201,0,1253.346414,5509.1982,3850.591795
261,1,182.2870277,64.69046798,321.7417238,0,1263.662022,3201.65487,1369.273629
262,1,182.2870277,60.12335763,0,0,0,2740.223577,2497.813192
263,1,76.01075911,69.98598505,126.0761639,0,1235.938825,3318.554172,1810.542439
264,1,76.01075911,69.2136811,257.1391614,0,1235.938825,3453.029591,1814.727165
265,1,76.01075911,71.79789846,24.66912015,0,1242.805152,4805.13713,3389.854201
266,1,182.2870277,118.1827211,646.5844546,0,1774.284635,4659.525754,1938.186916
267,1,182.2870277,74.71644486,0,0,0,2641.841151,2384.837678
268,1,76.01075911,63.14580122,29.0774795,0,1242.805152,3485.157226,2074.118034
269,1,182.2870277,66.98616043,230.4588266,0,1263.662022,3446.615926,1703.221889
270,1,146.3957043,63.61318272,167.3619421,0,1243.0045,3108.774408,1488.399079
271,1,182.2870277,92.8802919,184.5800284,0,1273.977631,3323.807589,1590.082611
272,1,182.2870277,112.8834623,452.2231752,0,2046.799627,3195.339487,401.1461944
273,1,182.2870277,78.39312942,482.1421403,0,1439.027364,2813.305752,631.4560909
274,1,182.2870277,102.8054326,230.5280519,0,1552.499056,3101.113572,1032.994004
275,1,76.01075911,69.47732786,130.9365131,0,1250.145018,3418.914727,1892.345108
276,1,146.3957043,79.88376208,126.7407261,0,1263.802586,4504.518939,2887.69616
277,1,76.01075911,125.2308748,246.1847432,0,1702.894801,2803.396333,653.0751549
278,1,146.3957043,68.81072642,212.055195,0,1263.802586,4397.101476,2706.037263
279,1,182.2870277,51.8421593,0,0,0,2396.321816,2162.192629
280,1,76.01075911,61.9322741,146.0537671,0,1265.298291,4105.071567,2555.776475
281,1,182.2870277,101.2041435,216.4816615,0,1273.977631,2996.55497,1222.604506
282,1,76.01075911,68.58039258,209.7996985,0,1265.298291,3296.104189,1676.415048
283,1,76.01075911,102.6732656,369.9523158,0,2494.695792,5001.850109,1958.517976
284,1,76.01075911,79.57236906,413.662406,0,1269.086609,2812.600587,974.2684437
285,1,182.2870277,68.19487535,0,0,0,2692.381488,2441.899585
286,1,182.2870277,97.68366369,340.0535308,0,1289.942294,3374.101152,1464.134637
287,1,182.2870277,98.39820217,382.9715875,0,1299.403321,3070.653508,1107.593369
288,1,182.2870277,74.46570387,0,0,0,2698.667773,2441.915042
289,1,76.01075911,106.3595441,338.8818985,0,1987.240239,4969.157618,2460.665177
290,1,76.01075911,64.08485616,307.3954836,0,1269.086609,5317.227099,3600.649391
291,1,182.2870277,87.43025517,235.3520613,0,1299.403321,2678.831014,874.3583487
292,1,76.01075911,106.5506597,304.9498847,0,1711.715573,3707.157488,1507.930612
293,1,76.01075911,66.19564287,284.4561993,0,1269.086609,3272.68592,1576.93671
294,1,182.2870277,105.5169953,376.0280395,0,1382.291518,2606.788112,560.6645314
295,1,182.2870277,83.54172755,305.7416091,0,1299.403321,5261.346334,3390.372649
296,1,182.2870277,99.84548424,389.8323549,0,1309.521237,5569.163357,3587.677253
297,1,76.01075911,63.31213759,51.57324132,0,1282.5594,3049.394354,1575.938815
298,1,182.2870277,75.8593638,0,0,0,2764.510119,2506.363728
299,1,182.2870277,71.01010193,292.7481582,0,1320.397868,3122.317728,1255.874572
300,1,76.01075911,60.26639184,218.3796699,0,1282.5594,3096.780718,1459.564497
301,1,182.2870277,52.03912699,0,0,0,2403.846262,2169.520107
302,1,146.3957043,66.80508876,47.1334551,0,1304.602093,3192.925837,1627.989496
303,1,182.2870277,103.4602912,244.4871457,0,1320.397868,5706.17573,3855.543397
304,1,76.01075911,67.37756418,61.43056901,0,1315.080489,3010.17255,1490.273169
305,1,182.2870277,77.63737849,373.953837,0,2002.352332,3352.634491,716.4039155
306,1,76.01075911,75.3173283,279.3496591,0,1315.080489,3304.758354,1559.000119
307,1,182.2870277,109.1660682,502.7157898,0,1521.552231,3868.015781,1552.294665
308,1,146.3957043,78.98727269,130.6225791,0,1318.334746,3102.468609,1428.128306
309,1,76.01075911,62.67674637,315.8678767,0,1318.334746,3220.039666,1447.149538
310,1,146.3957043,66.89148005,198.3188445,0,1318.334746,2977.790537,1247.849762
311,1,182.2870277,64.72454152,314.4917756,0,1382.291518,2587.666844,643.8719811
312,1,76.01075911,65.0077569,77.600116,0,1318.334746,3192.236366,1655.282987
313,1,146.3957043,68.11734031,207.2179244,0,1318.334746,2917.231202,1177.165487
314,1,182.2870277,100.7658427,297.6261336,0,1330.713476,3219.503068,1308.110588
315,1,146.3957043,61.94587843,172.4690878,0,1318.334746,5040.866839,3341.721422
316,1,76.01075911,59.97068185,149.1457899,0,1318.334746,3380.723133,1777.261156
317,1,182.2870277,79.65612329,332.1350145,0,1335.871281,2778.230394,848.2809478
318,1,182.2870277,66.80533801,466.2737226,0,1356.502497,3083.255414,1011.386828
319,1,76.01075911,69.83769095,263.8744072,0,1318.334746,2874.860902,1146.803298
320,1,76.01075911,73.85351113,312.5281195,0,1356.502497,3967.638311,2148.743424
321,1,182.2870277,128.2714384,384.7430635,0,2176.593361,5179.71975,2307.82486
322,1,182.2870277,82.1429375,371.6265581,0,1382.291518,2901.394418,883.0463766
323,1,182.2870277,98.99950527,268.673437,0,2998.507256,4977.988935,1429.521709
324,1,146.3957043,68.32819201,136.7979751,0,1318.334746,3149.783153,1479.926535
325,1,182.2870277,62.25029234,177.1661323,0,1412.328058,3017.381955,1183.350445
326,1,182.2870277,98.82946636,349.3410238,0,1412.328058,3796.142001,1753.356425
327,1,0,67.61795718,104.5343022,0,1318.334746,3284.463559,1793.976553
328,1,0,95.76882615,288.5631284,0,1412.328058,2825.784026,1029.124013
329,1,0,69.32667239,99.09291731,0,1322.123065,4747.522355,3256.979701
330,1,0,90.72604453,388.7731332,0,1660.812943,4387.06566,2246.753539
331,1,0,92.55386022,181.5405589,0,1412.328058,4747.855033,3061.432556
332,1,0,70.64415884,231.1216032,0,1322.123065,4369.491524,2745.602697
333,1,0,68.24390827,74.17069557,0,1322.123065,4424.803631,2960.265963
334,1,0,69.37372869,158.5309639,0,1323.749702,4677.426921,3125.772526
335,1,0,62.11874555,286.1369094,0,1323.749702,4912.193329,3240.187971
336,1,0,101.4832988,230.6571341,0,1418.836482,5319.3344,3568.357484
337,1,0,61.26108827,67.16517352,0,1352.66638,5661.355244,4180.262602
338,1,0,95.07045507,528.64237,0,1439.027364,2826.425932,763.685743
339,1,0,69.29259894,69.1659887,0,1352.66638,4443.14784,2952.022872
340,1,0,81.59356579,53.06408176,0,1352.66638,5292.056981,3804.732953
341,1,0,64.6714147,163.7570507,0,1352.66638,3300.352456,1719.257611
342,1,0,94.8446102,129.357039,0,1418.836482,2950.726014,1307.687883
343,1,0,60.95453009,160.0243479,0,1352.66638,4356.623607,2782.978348
344,1,0,63.87015775,38.33068754,0,1352.66638,3035.333839,1580.466613
345,1,0,101.2724505,338.2804797,0,1418.836482,4520.434625,2662.045212
346,1,0,42.95615976,0,0,0,2098.358447,2055.402287
347,1,0,71.15496051,69.73772837,0,1352.66638,3837.827716,2344.268646
348,1,0,93.55185885,223.3988662,0,1425.344907,3084.786371,1342.490739
349,1,0,93.87579932,122.1232486,0,1431.853331,2864.162044,1216.309665
350,1,0,96.10129495,250.0285326,0,1431.853331,5186.238858,3408.2557
351,1,0,61.60084986,168.0034196,0,1352.66638,3843.778445,2261.507795
352,1,0,74.54692768,0,0,0,2484.258775,2409.711848
