employerId,week,total_wages,participant_count,prevCount
381,64,2960.344603,4,4
381,65,1087.387236,4,4
382,1,19600.05915,6,0
382,2,3226.138627,4,6
382,3,3226.138627,4,4
382,4,3226.138627,4,4
382,5,3226.138627,4,4
382,6,3226.138627,4,4
382,7,3226.138627,4,4
382,8,3226.138627,4,4
382,9,3226.138627,4,4
382,10,3226.138627,4,4
382,11,3226.138627,4,4
382,12,3226.138627,4,4
382,13,3226.138627,4,4
382,14,3226.138627,4,4
382,15,3226.138627,4,4
382,16,3226.138627,4,4
382,17,3226.138627,4,4
382,18,3226.138627,4,4
382,19,3226.138627,4,4
382,20,3226.138627,4,4
382,21,3226.138627,4,4
382,22,3226.138627,4,4
382,23,3226.138627,4,4
382,24,3226.138627,4,4
382,25,3226.138627,4,4
382,26,3226.138627,4,4
382,27,3226.138627,4,4
382,28,3226.138627,4,4
382,29,3226.138627,4,4
382,30,3226.138627,4,4
382,31,3226.138627,4,4
382,32,3226.138627,4,4
382,33,3226.138627,4,4
382,34,3226.138627,4,4
382,35,3226.138627,4,4
382,36,3226.138627,4,4
382,37,3226.138627,4,4
382,38,3226.138627,4,4
382,39,3226.138627,4,4
382,40,3226.138627,4,4
382,41,3226.138627,4,4
382,42,3226.138627,4,4
382,43,3226.138627,4,4
382,44,3226.138627,4,4
382,45,3226.138627,4,4
382,46,3226.138627,4,4
382,47,3226.138627,4,4
382,48,3226.138627,4,4
382,49,3226.138627,4,4
382,50,3226.138627,4,4
382,51,3226.138627,4,4
382,52,3226.138627,4,4
382,53,3226.138627,4,4
382,54,3226.138627,4,4
382,55,3226.138627,4,4
382,56,3226.138627,4,4
382,57,3226.138627,4,4
382,58,3226.138627,4,4
382,59,3226.138627,4,4
382,60,3226.138627,4,4
382,61,3226.138627,4,4
382,62,3226.138627,4,4
382,63,3226.138627,4,4
382,64,3226.138627,4,4
382,65,1290.455451,4,4
383,1,27259.7926,6,0
383,2,9299.345822,6,6
383,3,9299.345822,6,6
383,4,9299.345822,6,6
383,5,9299.345822,6,6
383,6,9299.345822,6,6
383,7,9299.345822,6,6
383,8,9299.345822,6,6
383,9,9299.345822,6,6
383,10,9299.345822,6,6
383,11,9299.345822,6,6
383,12,9299.345822,6,6
383,13,9299.345822,6,6
383,14,9299.345822,6,6
383,15,9299.345822,6,6
383,16,9299.345822,6,6
383,17,9299.345822,6,6
383,18,9299.345822,6,6
383,19,9299.345822,6,6
383,20,9299.345822,6,6
383,21,9299.345822,6,6
383,22,9299.345822,6,6
383,23,9299.345822,6,6
383,24,9299.345822,6,6
383,25,9299.345822,6,6
383,26,9299.345822,6,6
383,27,9299.345822,6,6
383,28,9299.345822,6,6
383,29,9299.345822,6,6
383,30,9299.345822,6,6
383,31,9299.345822,6,6
383,32,9299.345822,6,6
383,33,9299.345822,6,6
383,34,9299.345822,6,6
383,35,9299.345822,6,6
383,36,9299.345822,6,6
383,37,9299.345822,6,6
383,38,9299.345822,6,6
383,39,9299.345822,6,6
383,40,9299.345822,6,6
383,41,9299.345822,6,6
383,42,9299.345822,6,6
383,43,9299.345822,6,6
383,44,9299.345822,6,6
383,45,9299.345822,6,6
383,46,9299.345822,6,6
383,47,9299.345822,6,6
383,48,9299.345822,6,6
383,49,9299.345822,6,6
383,50,9299.345822,6,6
383,51,9299.345822,6,6
383,52,9299.345822,6,6
383,53,9299.345822,6,6
383,54,9299.345822,6,6
383,55,9299.345822,6,6
383,56,9299.345822,6,6
383,57,9299.345822,6,6
383,58,9299.345822,6,6
383,59,9299.345822,6,6
383,60,9299.345822,6,6
383,61,9299.345822,6,6
383,62,9299.345822,6,6
383,63,9299.345822,6,6
383,64,9299.345822,6,6
383,65,3719.738329,6,6
384,1,10182.41202,3,0
384,2,3044.542895,3,3
384,3,3044.542895,3,3
384,4,3044.542895,3,3
384,5,3044.542895,3,3
384,6,3044.542895,3,3
384,7,3044.542895,3,3
384,8,3044.542895,3,3
384,9,3044.542895,3,3
384,10,3044.542895,3,3
384,11,3044.542895,3,3
384,12,3044.542895,3,3
384,13,3044.542895,3,3
384,14,3044.542895,3,3
384,15,3044.542895,3,3
384,16,3044.542895,3,3
384,17,3044.542895,3,3
384,18,3044.542895,3,3
384,19,3044.542895,3,3
384,20,3044.542895,3,3
384,21,3044.542895,3,3
384,22,3044.542895,3,3
384,23,3044.542895,3,3
384,24,3044.542895,3,3
384,25,3044.542895,3,3
384,26,3044.542895,3,3
384,27,3044.542895,3,3
384,28,3044.542895,3,3
384,29,3044.542895,3,3
384,30,3044.542895,3,3
384,31,3044.542895,3,3
384,32,3044.542895,3,3
384,33,3044.542895,3,3
384,34,3044.542895,3,3
384,35,3044.542895,3,3
384,36,3044.542895,3,3
384,37,3044.542895,3,3
384,38,3044.542895,3,3
384,39,3044.542895,3,3
384,40,3044.542895,3,3
384,41,3044.542895,3,3
384,42,3044.542895,3,3
384,43,3044.542895,3,3
384,44,3046.252284,3,3
384,45,3044.542895,3,3
384,46,3044.542895,3,3
384,47,3044.542895,3,3
384,48,3044.542895,3,3
384,49,3044.542895,3,3
384,50,3046.252284,3,3
384,51,3044.542895,3,3
384,52,3044.542895,3,3
384,53,3044.542895,3,3
384,54,3044.542895,3,3
384,55,3044.542895,3,3
384,56,3044.542895,3,3
384,57,3044.542895,3,3
384,58,3044.542895,3,3
384,59,3044.542895,3,3
384,60,3044.542895,3,3
384,61,3044.542895,3,3
384,62,3044.542895,3,3
384,63,3044.542895,3,3
384,64,3044.542895,3,3
384,65,1052.006438,3,3
385,1,17419.14061,5,0
385,2,4864.997447,5,5
385,3,4864.997447,5,5
385,4,4864.997447,5,5
385,5,4864.997447,5,5
385,6,4864.997447,5,5
385,7,4864.997447,5,5
385,8,4864.997447,5,5
385,9,4864.997447,5,5
385,10,4864.997447,5,5
385,11,4864.997447,5,5
385,12,4864.997447,5,5
385,13,4864.997447,5,5
385,14,4864.997447,5,5
385,15,4864.997447,5,5
385,16,4864.997447,5,5
385,17,4864.997447,5,5
385,18,4864.997447,5,5
385,19,4864.997447,5,5
385,20,4864.997447,5,5
385,21,4864.997447,5,5
385,22,4864.997447,5,5
385,23,4864.997447,5,5
385,24,4864.997447,5,5
385,25,4864.997447,5,5
385,26,4864.997447,5,5
385,27,4864.997447,5,5
385,28,4864.997447,5,5
385,29,4864.997447,5,5
385,30,4864.997447,5,5
385,31,4864.997447,5,5
385,32,4864.997447,5,5
385,33,4864.997447,5,5
385,34,4864.997447,5,5
385,35,4864.997447,5,5
385,36,4864.997447,5,5
385,37,4864.997447,5,5
385,38,4864.997447,5,5
385,39,4864.997447,5,5
385,40,4864.997447,5,5
385,41,4864.997447,5,5
385,42,4864.997447,5,5
385,43,4864.997447,5,5
385,44,4864.997447,5,5
385,45,4864.997447,5,5
385,46,4864.997447,5,5
385,47,4864.997447,5,5
385,48,4864.997447,5,5
385,49,4864.997447,5,5
385,50,4864.997447,5,5
385,51,4864.997447,5,5
385,52,4864.997447,5,5
385,53,4864.997447,5,5
385,54,4864.997447,5,5
385,55,4864.997447,5,5
385,56,4864.997447,5,5
385,57,4864.997447,5,5
385,58,4864.997447,5,5
385,59,4864.997447,5,5
385,60,4864.997447,5,5
385,61,4864.997447,5,5
385,62,4864.997447,5,5
385,63,4864.997447,5,5
385,64,4864.997447,5,5
385,65,1945.998979,5,5
386,1,18641.66211,5,0
386,2,4756.609229,5,5
386,3,4753.841264,5,5
386,4,4756.609229,5,5
386,5,4753.841264,5,5
386,6,4756.609229,5,5
386,7,4753.841264,5,5
386,8,4756.609229,5,5
386,9,4753.841264,5,5
386,10,4753.841264,5,5
386,11,4756.609229,5,5
386,12,4753.841264,5,5
386,13,4756.609229,5,5
386,14,4753.841264,5,5
386,15,4756.609229,5,5
386,16,4756.609229,5,5
386,17,4756.609229,5,5
386,18,4753.841264,5,5
386,19,4753.841264,5,5
386,20,4756.609229,5,5
386,21,4753.841264,5,5
386,22,4756.609229,5,5
386,23,4756.609229,5,5
386,24,4756.609229,5,5
386,25,4753.841264,5,5
386,26,4753.841264,5,5
386,27,4756.609229,5,5
386,28,4753.841264,5,5
386,29,4756.609229,5,5
386,30,4756.609229,5,5
386,31,4756.609229,5,5
386,32,4756.609229,5,5
386,33,4753.841264,5,5
386,34,4753.841264,5,5
386,35,4756.609229,5,5
386,36,4756.609229,5,5
386,37,4756.609229,5,5
386,38,4753.841264,5,5
386,39,4753.841264,5,5
386,40,4753.841264,5,5
386,41,4756.609229,5,5
386,42,4753.841264,5,5
386,43,4753.841264,5,5
386,44,4753.841264,5,5
386,45,4753.841264,5,5
386,46,4756.609229,5,5
386,47,4753.841264,5,5
386,48,4753.841264,5,5
386,49,4753.841264,5,5
386,50,4753.841264,5,5
386,51,4753.841264,5,5
386,52,4753.841264,5,5
386,53,4756.609229,5,5
386,54,4753.841264,5,5
386,55,4756.609229,5,5
386,56,4756.609229,5,5
386,57,4756.609229,5,5
386,58,4756.609229,5,5
386,59,4756.609229,5,5
386,60,4753.841264,5,5
386,61,4756.609229,5,5
386,62,4753.841264,5,5
386,63,4756.609229,5,5
386,64,4753.841264,5,5
386,65,1903.750878,5,5
387,1,7528.179829,2,0
387,2,1852.994421,2,2
387,3,1852.994421,2,2
387,4,1852.994421,2,2
387,5,1852.994421,2,2
387,6,1852.994421,2,2
387,7,1852.994421,2,2
387,8,1852.994421,2,2
387,9,1852.994421,2,2
387,10,1852.994421,2,2
387,11,1852.994421,2,2
387,12,1852.994421,2,2
387,13,1852.994421,2,2
387,14,1852.994421,2,2
387,15,1852.994421,2,2
387,16,1852.994421,2,2
387,17,1852.994421,2,2
387,18,1852.994421,2,2
387,19,1852.994421,2,2
387,20,1852.994421,2,2
387,21,1852.994421,2,2
387,22,1852.994421,2,2
387,23,1852.994421,2,2
387,24,1852.994421,2,2
387,25,1852.994421,2,2
387,26,1852.994421,2,2
387,27,1852.994421,2,2
387,28,1852.994421,2,2
387,29,1852.994421,2,2
387,30,1852.994421,2,2
387,31,1852.994421,2,2
387,32,1852.994421,2,2
387,33,1852.994421,2,2
387,34,1852.994421,2,2
387,35,1852.994421,2,2
387,36,1852.994421,2,2
387,37,1852.994421,2,2
387,38,1852.994421,2,2
387,39,1852.994421,2,2
387,40,1852.994421,2,2
387,41,1852.994421,2,2
387,42,1852.994421,2,2
387,43,1852.994421,2,2
387,44,1852.994421,2,2
387,45,1852.994421,2,2
387,46,1852.994421,2,2
387,47,1852.994421,2,2
387,48,1852.994421,2,2
387,49,1852.994421,2,2
387,50,1852.994421,2,2
387,51,1852.994421,2,2
387,52,1852.994421,2,2
387,53,1852.994421,2,2
387,54,1852.994421,2,2
387,55,1852.994421,2,2
387,56,1852.994421,2,2
387,57,1852.994421,2,2
387,58,1852.994421,2,2
387,59,1852.994421,2,2
387,60,1852.994421,2,2
387,61,1852.994421,2,2
387,62,1852.994421,2,2
387,63,1852.994421,2,2
387,64,1852.994421,2,2
387,65,741.1977684,2,2
388,1,19498.07363,6,0
388,2,4616.951601,5,6
388,3,4616.951601,5,5
388,4,4616.951601,5,5
388,5,4616.951601,5,5
388,6,4616.951601,5,5
388,7,4616.951601,5,5
388,8,4616.951601,5,5
388,9,4616.951601,5,5
388,10,4616.951601,5,5
388,11,4616.951601,5,5
388,12,4616.951601,5,5
388,13,4616.951601,5,5
388,14,4616.951601,5,5
388,15,4616.951601,5,5
388,16,4616.951601,5,5
388,17,4616.951601,5,5
388,18,4616.951601,5,5
388,19,4616.951601,5,5
388,20,4616.951601,5,5
388,21,4616.951601,5,5
388,22,4616.951601,5,5
388,23,4616.951601,5,5
388,24,4616.951601,5,5
388,25,4616.951601,5,5
388,26,4616.951601,5,5
388,27,4616.951601,5,5
388,28,4616.951601,5,5
388,29,4616.951601,5,5
388,30,4616.951601,5,5
388,31,4616.951601,5,5
388,32,4616.951601,5,5
388,33,4616.951601,5,5
388,34,4616.951601,5,5
388,35,4616.951601,5,5
388,36,4616.951601,5,5
388,37,4616.951601,5,5
388,38,4616.951601,5,5
388,39,4616.951601,5,5
388,40,4616.951601,5,5
388,41,4616.951601,5,5
388,42,4616.951601,5,5
388,43,4616.951601,5,5
388,44,4616.951601,5,5
388,45,4616.951601,5,5
388,46,4616.951601,5,5
388,47,4616.951601,5,5
388,48,4616.951601,5,5
388,49,4616.951601,5,5
388,50,4616.951601,5,5
388,51,4616.951601,5,5
388,52,4616.951601,5,5
388,53,4616.951601,5,5
388,54,4616.951601,5,5
388,55,4616.951601,5,5
388,56,4616.951601,5,5
388,57,4616.951601,5,5
388,58,4616.951601,5,5
388,59,4616.951601,5,5
388,60,4616.951601,5,5
388,61,4616.951601,5,5
388,62,4616.951601,5,5
388,63,4616.951601,5,5
388,64,4616.951601,5,5
388,65,1687.28465,5,5
389,1,11783.97499,3,0
389,2,3074.064324,3,3
389,3,3074.064324,3,3
389,4,3074.064324,3,3
389,5,3074.064324,3,3
389,6,3074.064324,3,3
389,7,3074.064324,3,3
389,8,3074.064324,3,3
389,9,3074.064324,3,3
389,10,3074.064324,3,3
389,11,3074.064324,3,3
389,12,3074.064324,3,3
389,13,3074.064324,3,3
389,14,3074.064324,3,3
389,15,3074.064324,3,3
389,16,3074.064324,3,3
389,17,3074.064324,3,3
389,18,3074.064324,3,3
389,19,3074.064324,3,3
389,20,3074.064324,3,3
389,21,3074.064324,3,3
389,22,3074.064324,3,3
389,23,3074.064324,3,3
389,24,3074.064324,3,3
389,25,3074.064324,3,3
389,26,3074.064324,3,3
389,27,3074.064324,3,3
389,28,3074.064324,3,3
389,29,3074.064324,3,3
389,30,3074.064324,3,3
389,31,3074.064324,3,3
389,32,3074.064324,3,3
389,33,3074.064324,3,3
389,34,3074.064324,3,3
389,35,3074.064324,3,3
389,36,3074.064324,3,3
389,37,3074.064324,3,3
389,38,3074.064324,3,3
389,39,3074.064324,3,3
389,40,3074.064324,3,3
389,41,3074.064324,3,3
389,42,3074.064324,3,3
389,43,3074.064324,3,3
389,44,3074.064324,3,3
389,45,3074.064324,3,3
389,46,3074.064324,3,3
389,47,3074.064324,3,3
389,48,3074.064324,3,3
389,49,3074.064324,3,3
389,50,3074.064324,3,3
389,51,3074.064324,3,3
389,52,3074.064324,3,3
389,53,3074.064324,3,3
389,54,3074.064324,3,3
389,55,3074.064324,3,3
389,56,3074.064324,3,3
389,57,3074.064324,3,3
389,58,3074.064324,3,3
389,59,3074.064324,3,3
389,60,3074.064324,3,3
389,61,3074.064324,3,3
389,62,3074.064324,3,3
389,63,3074.064324,3,3
389,64,3074.064324,3,3
389,65,1229.62573,3,3
390,1,10609.16454,3,0
390,2,2332.0679,3,3
390,3,2332.0679,3,3
390,4,2332.0679,3,3
390,5,2332.0679,3,3
390,6,2332.0679,3,3
390,7,2332.0679,3,3
390,8,2332.0679,3,3
390,9,2332.0679,3,3
390,10,2332.0679,3,3
390,11,2332.0679,3,3
390,12,2332.0679,3,3
390,13,2332.0679,3,3
390,14,2332.0679,3,3
390,15,2332.0679,3,3
390,16,2332.0679,3,3
390,17,2332.0679,3,3
390,18,2332.0679,3,3
390,19,2332.0679,3,3
390,20,2332.0679,3,3
390,21,2332.0679,3,3
390,22,2332.0679,3,3
390,23,2332.0679,3,3
390,24,2332.0679,3,3
390,25,2332.0679,3,3
390,26,2332.0679,3,3
390,27,2332.0679,3,3
390,28,2332.0679,3,3
390,29,2332.0679,3,3
390,30,2332.0679,3,3
390,31,2332.0679,3,3
390,32,2332.0679,3,3
390,33,2332.0679,3,3
390,34,2332.0679,3,3
390,35,2332.0679,3,3
390,36,2332.0679,3,3
390,37,2332.0679,3,3
390,38,2332.0679,3,3
390,39,2332.0679,3,3
390,40,2332.0679,3,3
390,41,2332.0679,3,3
390,42,2332.0679,3,3
390,43,2332.0679,3,3
390,44,2332.0679,3,3
390,45,2332.0679,3,3
390,46,2332.0679,3,3
390,47,2332.0679,3,3
390,48,2332.0679,3,3
390,49,2332.0679,3,3
390,50,2332.0679,3,3
390,51,2332.0679,3,3
390,52,2332.0679,3,3
390,53,2332.0679,3,3
390,54,2332.0679,3,3
390,55,2332.0679,3,3
390,56,2332.0679,3,3
390,57,2332.0679,3,3
390,58,2332.0679,3,3
390,59,2332.0679,3,3
390,60,2332.0679,3,3
390,61,2332.0679,3,3
390,62,2332.0679,3,3
390,63,2332.0679,3,3
390,64,2332.0679,3,3
390,65,674.2388634,3,3
391,1,5216.696125,2,0
391,2,1033.003405,2,2
391,3,1033.003405,2,2
391,4,1033.003405,2,2
391,5,1033.003405,2,2
391,6,1033.003405,2,2
391,7,1033.003405,2,2
391,8,1033.003405,2,2
391,9,1033.003405,2,2
391,10,1033.003405,2,2
391,11,1033.003405,2,2
391,12,1033.003405,2,2
391,13,1033.003405,2,2
391,14,1033.003405,2,2
391,15,1033.003405,2,2
391,16,1033.003405,2,2
391,17,1033.003405,2,2
391,18,1033.003405,2,2
391,19,1033.003405,2,2
391,20,1033.003405,2,2
391,21,1033.003405,2,2
391,22,1033.003405,2,2
391,23,1033.003405,2,2
391,24,1033.003405,2,2
391,25,1033.003405,2,2
391,26,1033.003405,2,2
391,27,1033.003405,2,2
391,28,1033.003405,2,2
391,29,1033.003405,2,2
391,30,1033.003405,2,2
391,31,1033.003405,2,2
391,32,1033.003405,2,2
391,33,1033.003405,2,2
391,34,1033.003405,2,2
391,35,1033.003405,2,2
391,36,1033.003405,2,2
391,37,1033.003405,2,2
391,38,1033.003405,2,2
391,39,1033.003405,2,2
391,40,1033.003405,2,2
391,41,1033.003405,2,2
391,42,1033.003405,2,2
391,43,1033.003405,2,2
391,44,1033.003405,2,2
391,45,1033.003405,2,2
391,46,1033.003405,2,2
391,47,1033.003405,2,2
391,48,1033.003405,2,2
391,49,1033.003405,2,2
391,50,1033.003405,2,2
391,51,1033.003405,2,2
391,52,1033.003405,2,2
391,53,1033.003405,2,2
391,54,1033.003405,2,2
391,55,1033.003405,2,2
391,56,1033.003405,2,2
391,57,1033.003405,2,2
391,58,1033.003405,2,2
391,59,1033.003405,2,2
391,60,1033.003405,2,2
391,61,1033.003405,2,2
391,62,1033.003405,2,2
391,63,1033.003405,2,2
391,64,1033.003405,2,2
391,65,413.201362,2,2
392,1,12241.00774,3,0
392,2,3011.255994,3,3
392,3,3011.255994,3,3
392,4,3011.255994,3,3
392,5,3011.255994,3,3
392,6,3011.255994,3,3
392,7,3011.255994,3,3
392,8,3011.255994,3,3
392,9,3011.255994,3,3
392,10,3011.255994,3,3
392,11,3011.255994,3,3
392,12,3011.255994,3,3
392,13,3011.255994,3,3
392,14,3011.255994,3,3
392,15,3011.255994,3,3
392,16,3011.255994,3,3
392,17,3011.255994,3,3
392,18,3011.255994,3,3
392,19,3011.255994,3,3
392,20,3011.255994,3,3
392,21,3011.255994,3,3
392,22,3011.255994,3,3
392,23,3011.255994,3,3
392,24,3011.255994,3,3
392,25,3011.255994,3,3
392,26,3011.255994,3,3
392,27,3011.255994,3,3
392,28,3011.255994,3,3
392,29,3011.255994,3,3
392,30,3011.255994,3,3
392,31,3011.255994,3,3
392,32,3011.255994,3,3
392,33,3011.255994,3,3
392,34,3011.255994,3,3
392,35,3011.255994,3,3
392,36,3011.255994,3,3
392,37,3011.255994,3,3
392,38,3011.255994,3,3
392,39,3011.255994,3,3
392,40,3011.255994,3,3
392,41,3011.255994,3,3
392,42,3011.255994,3,3
392,43,3011.255994,3,3
392,44,3011.255994,3,3
392,45,3011.255994,3,3
392,46,3011.255994,3,3
392,47,3011.255994,3,3
392,48,3011.255994,3,3
392,49,3011.255994,3,3
392,50,3011.255994,3,3
392,51,3011.255994,3,3
392,52,3011.255994,3,3
392,53,3011.255994,3,3
392,54,3011.255994,3,3
392,55,3011.255994,3,3
392,56,3011.255994,3,3
392,57,3011.255994,3,3
392,58,3011.255994,3,3
392,59,3011.255994,3,3
392,60,3011.255994,3,3
392,61,3011.255994,3,3
392,62,3011.255994,3,3
392,63,3011.255994,3,3
392,64,3011.255994,3,3
392,65,1204.502398,3,3
393,1,17462.13277,5,0
393,2,3649.218241,4,5
393,3,3649.218241,4,4
393,4,3649.218241,4,4
393,5,3649.218241,4,4
393,6,3649.218241,4,4
393,7,3649.218241,4,4
393,8,3649.218241,4,4
393,9,3649.218241,4,4
393,10,3649.218241,4,4
393,11,3649.218241,4,4
393,12,3649.218241,4,4
393,13,3649.218241,4,4
393,14,3649.218241,4,4
393,15,3649.218241,4,4
393,16,3649.218241,4,4
393,17,3649.218241,4,4
393,18,3649.218241,4,4
393,19,3649.218241,4,4
393,20,3649.218241,4,4
393,21,3649.218241,4,4
393,22,3649.218241,4,4
393,23,3649.218241,4,4
393,24,3649.218241,4,4
393,25,3649.218241,4,4
393,26,3649.218241,4,4
393,27,3649.218241,4,4
393,28,3649.218241,4,4
393,29,3649.218241,4,4
393,30,3649.218241,4,4
393,31,3649.218241,4,4
393,32,3649.218241,4,4
393,33,3649.218241,4,4
393,34,3649.218241,4,4
393,35,3649.218241,4,4
393,36,3649.218241,4,4
393,37,3649.218241,4,4
393,38,3649.218241,4,4
393,39,3649.218241,4,4
393,40,3649.218241,4,4
393,41,3649.218241,4,4
393,42,3649.218241,4,4
393,43,3649.218241,4,4
393,44,3649.218241,4,4
393,45,3649.218241,4,4
393,46,3649.218241,4,4
393,47,3649.218241,4,4
393,48,3649.218241,4,4
393,49,3649.218241,4,4
393,50,3649.218241,4,4
393,51,3649.218241,4,4
393,52,3649.218241,4,4
393,53,3649.218241,4,4
393,54,3649.218241,4,4
393,55,3649.218241,4,4
393,56,3649.218241,4,4
393,57,3649.218241,4,4
393,58,3649.218241,4,4
393,59,3649.218241,4,4
393,60,3649.218241,4,4
393,61,3649.218241,4,4
393,62,3649.218241,4,4
393,63,3649.218241,4,4
393,64,3649.218241,4,4
393,65,1459.687296,4,4
394,1,5603.32598,1,0
394,2,2571.244375,1,1
394,3,2571.244375,1,1
394,4,2571.244375,1,1
394,5,2571.244375,1,1
394,6,2571.244375,1,1
394,7,2571.244375,1,1
394,8,2571.244375,1,1
394,9,2571.244375,1,1
394,10,2571.244375,1,1
394,11,2571.244375,1,1
394,12,2571.244375,1,1
394,13,2571.244375,1,1
394,14,2571.244375,1,1
394,15,2571.244375,1,1
394,16,2571.244375,1,1
394,17,2571.244375,1,1
394,18,2571.244375,1,1
394,19,2571.244375,1,1
394,20,2571.244375,1,1
394,21,2571.244375,1,1
394,22,2571.244375,1,1
394,23,2571.244375,1,1
394,24,2571.244375,1,1
394,25,2571.244375,1,1
394,26,2571.244375,1,1
394,27,2571.244375,1,1
394,28,2571.244375,1,1
394,29,2571.244375,1,1
394,30,2571.244375,1,1
394,31,2571.244375,1,1
394,32,2571.244375,1,1
394,33,2571.244375,1,1
394,34,2571.244375,1,1
394,35,2571.244375,1,1
394,36,2571.244375,1,1
394,37,2571.244375,1,1
394,38,2571.244375,1,1
394,39,2571.244375,1,1
394,40,2571.244375,1,1
394,41,2571.244375,1,1
394,42,2571.244375,1,1
394,43,2571.244375,1,1
394,44,2571.244375,1,1
394,45,2571.244375,1,1
394,46,2571.244375,1,1
394,47,2571.244375,1,1
394,48,2571.244375,1,1
394,49,2571.244375,1,1
394,50,2571.244375,1,1
394,51,2571.244375,1,1
394,52,2571.244375,1,1
394,53,2571.244375,1,1
394,54,2571.244375,1,1
394,55,2571.244375,1,1
394,56,2571.244375,1,1
394,57,2571.244375,1,1
394,58,2571.244375,1,1
394,59,2571.244375,1,1
394,60,2571.244375,1,1
394,61,2571.244375,1,1
394,62,2571.244375,1,1
394,63,2571.244375,1,1
394,64,2571.244375,1,1
394,65,1028.49775,1,1
395,1,10240.89668,3,0
395,2,3342.949822,3,3
395,3,3342.949822,3,3
395,4,3342.949822,3,3
395,5,3342.949822,3,3
395,6,3342.949822,3,3
395,7,3342.949822,3,3
395,8,3342.949822,3,3
395,9,3342.949822,3,3
395,10,3342.949822,3,3
395,11,3342.949822,3,3
395,12,3342.949822,3,3
395,13,3342.949822,3,3
395,14,3342.949822,3,3
395,15,3342.949822,3,3
395,16,3342.949822,3,3
395,17,3342.949822,3,3
395,18,3342.949822,3,3
395,19,3342.949822,3,3
395,20,3342.949822,3,3
395,21,3342.949822,3,3
395,22,3342.949822,3,3
